,congressional district,B00001_001E,B06010_003E,B06010_002E,B07010_004E,B07010_005E,B07010_006E,B07010_007E,B07010_008E,B07010_009E,B07010_010E,B07010_011E,B08014_002E,B08014_003E,B08014_004E,B08016_002E,B08101_009E,B08101_017E,B08101_025E,B08101_033E,B09010_002E,B15003_001E,B15003_002E,B15003_003E,B15003_004E,B15003_017E,B15003_018E,B15003_019E,B15003_020E,B15003_021E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,B25027_002E,B25027_010E,Year,state
234,5,11922,443556,54979,97413,51289,79421,67754,68074,39947,13941,25717,3505,43920,116706,,234950,20835,584,5530,36650,412516,2828,12,0,157998,14590,31492,52726,39021,46804,18187,3565,3442,114295,65698,2018,Ohio
235,6,10060,450682,67939,118213,55989,90218,60347,55251,35048,11378,24238,4650,42500,99422,27627.0,210199,19535,1680,7263,43962,428662,3645,0,0,165800,17026,27618,49477,36290,47142,20055,4443,3200,99597,81902,2018,Ohio
236,7,10550,472412,75739,108927,47730,84608,63456,68562,41891,19614,37624,5501,56291,129823,56454.0,251840,28557,1802,6664,49865,449918,3142,41,0,142107,23626,34048,60731,36706,60247,29644,4967,3713,119005,54923,2018,Ohio
237,8,10300,468973,59954,103591,49742,83238,65705,68031,41204,18049,39413,5094,50312,138928,30466.0,255584,23062,2561,7475,42775,435563,3603,51,106,142499,18223,32374,54875,35162,60442,29563,4441,3828,127148,54196,2018,Ohio
238,9,8989,441700,58437,107957,51372,79570,59758,57773,36652,13915,34703,7975,57189,120621,126566.0,227686,20673,2432,5588,45460,412493,2813,94,0,129368,17307,29564,63244,33678,60805,22885,6521,3757,110019,54960,2018,Ohio
239,10,9181,438523,54333,88943,47761,81778,58930,70060,40025,15348,35678,8607,65641,129320,67136.0,233001,20985,11175,5107,36396,418856,4623,109,0,117893,15343,27638,60752,32181,74142,27311,8009,3743,112256,56431,2018,Ohio
240,11,7615,376748,64157,99878,51171,68779,46910,44225,26866,10459,28460,17768,76942,83950,78331.0,156084,18113,19506,8737,61441,361577,4468,0,0,89744,12068,22541,61970,25147,53766,26671,11157,6194,78467,37343,2018,Ohio
241,12,10392,522339,73562,99376,47539,83387,67220,76782,52342,21216,74477,8255,69896,179055,141965.0,299092,24734,5418,5728,57314,495171,3457,233,0,111628,15440,30381,74325,34575,124528,42776,10947,7497,148365,39790,2018,Ohio
242,13,9083,452551,60748,92385,51794,77082,60915,65003,43815,18106,43451,5941,56941,132836,67646.0,245892,19389,3338,3163,45293,437447,2581,0,136,129323,14786,29168,67239,36065,76842,32481,7463,2312,127400,55079,2018,Ohio
243,14,10192,468540,59544,89612,44049,79086,64438,69065,44066,20068,58156,7897,49089,144987,23905.0,270962,17691,2279,4899,24800,451352,2200,0,0,133414,11537,34001,57142,36201,86636,34830,7793,5576,139704,59599,2018,Ohio
244,15,9428,480452,69993,107081,43129,80168,65145,72294,44238,19503,48894,10778,75158,153222,203532.0,266394,27522,7906,11217,44998,438325,3791,48,0,105205,17117,28020,57384,31308,99283,36754,9831,8309,120431,34889,2018,Ohio
245,16,10196,463421,59649,101853,52084,91147,64541,64701,41148,13076,34871,8060,43685,128085,41675.0,245020,23055,2205,5691,38162,437189,1830,0,148,154681,16212,30332,58191,34173,64557,24856,5452,3346,123287,62693,2018,Ohio
246,17,8672,439299,58988,108908,56494,83085,62115,60847,36081,11269,20500,4764,49415,111202,71628.0,217265,15984,2759,4162,43422,407258,2966,0,39,156790,13270,28882,54328,27396,51228,19146,4613,2543,103940,61956,2018,Ohio
247,18,10906,452842,69946,112065,55787,94157,64178,62684,32932,8770,22269,13148,40883,103102,,215386,25434,819,7355,49487,438744,4452,0,0,176929,19129,26863,47398,31733,38935,17839,2837,2266,106359,70318,2018,Ohio
248,1,8065,411552,65974,100118,44480,77134,52262,58271,32481,14228,32578,11631,64424,98886,84221.0,202507,23712,12083,8599,58283,383376,3405,0,29,111071,14846,25015,59376,31212,58810,23399,4461,4442,101171,36709,2016,Ohio
249,2,9917,473458,64279,96558,47560,73970,55923,71694,45382,15507,66864,5175,51468,139641,39972.0,263100,21716,2903,4052,26250,457967,3232,0,87,118241,14695,26232,56087,32456,97590,42130,12080,5462,138701,54170,2016,Ohio
250,3,9250,453474,60197,107346,49913,78558,65934,60365,35879,14265,41214,8861,56076,118788,43357.0,224835,21629,4423,7247,41516,429534,3218,0,288,121076,18206,32369,64973,35866,66082,28011,7409,3545,118906,52022,2016,Ohio
251,4,11163,451064,57509,106459,51453,87914,65178,66796,37521,11921,23822,6089,44612,111055,27939.0,229901,20354,865,6025,41806,424901,3546,0,78,161380,20415,32886,53896,33275,42688,17853,3984,2724,112514,60954,2016,Ohio
252,5,11922,443556,54979,97413,51289,79421,67754,68074,39947,13941,25717,3505,43920,116706,,234950,20835,584,5530,36650,412516,2828,12,0,157998,14590,31492,52726,39021,46804,18187,3565,3442,114295,65698,2016,Ohio
253,6,10060,450682,67939,118213,55989,90218,60347,55251,35048,11378,24238,4650,42500,99422,27627.0,210199,19535,1680,7263,43962,428662,3645,0,0,165800,17026,27618,49477,36290,47142,20055,4443,3200,99597,81902,2016,Ohio
254,7,10550,472412,75739,108927,47730,84608,63456,68562,41891,19614,37624,5501,56291,129823,56454.0,251840,28557,1802,6664,49865,449918,3142,41,0,142107,23626,34048,60731,36706,60247,29644,4967,3713,119005,54923,2016,Ohio
255,8,10300,468973,59954,103591,49742,83238,65705,68031,41204,18049,39413,5094,50312,138928,30466.0,255584,23062,2561,7475,42775,435563,3603,51,106,142499,18223,32374,54875,35162,60442,29563,4441,3828,127148,54196,2016,Ohio
256,9,8989,441700,58437,107957,51372,79570,59758,57773,36652,13915,34703,7975,57189,120621,126566.0,227686,20673,2432,5588,45460,412493,2813,94,0,129368,17307,29564,63244,33678,60805,22885,6521,3757,110019,54960,2016,Ohio
257,10,9181,438523,54333,88943,47761,81778,58930,70060,40025,15348,35678,8607,65641,129320,67136.0,233001,20985,11175,5107,36396,418856,4623,109,0,117893,15343,27638,60752,32181,74142,27311,8009,3743,112256,56431,2016,Ohio
258,11,7615,376748,64157,99878,51171,68779,46910,44225,26866,10459,28460,17768,76942,83950,78331.0,156084,18113,19506,8737,61441,361577,4468,0,0,89744,12068,22541,61970,25147,53766,26671,11157,6194,78467,37343,2016,Ohio
259,12,10392,522339,73562,99376,47539,83387,67220,76782,52342,21216,74477,8255,69896,179055,141965.0,299092,24734,5418,5728,57314,495171,3457,233,0,111628,15440,30381,74325,34575,124528,42776,10947,7497,148365,39790,2016,Ohio
260,13,9083,452551,60748,92385,51794,77082,60915,65003,43815,18106,43451,5941,56941,132836,67646.0,245892,19389,3338,3163,45293,437447,2581,0,136,129323,14786,29168,67239,36065,76842,32481,7463,2312,127400,55079,2016,Ohio
261,14,10192,468540,59544,89612,44049,79086,64438,69065,44066,20068,58156,7897,49089,144987,23905.0,270962,17691,2279,4899,24800,451352,2200,0,0,133414,11537,34001,57142,36201,86636,34830,7793,5576,139704,59599,2016,Ohio
262,15,9428,480452,69993,107081,43129,80168,65145,72294,44238,19503,48894,10778,75158,153222,203532.0,266394,27522,7906,11217,44998,438325,3791,48,0,105205,17117,28020,57384,31308,99283,36754,9831,8309,120431,34889,2016,Ohio
263,16,10196,463421,59649,101853,52084,91147,64541,64701,41148,13076,34871,8060,43685,128085,41675.0,245020,23055,2205,5691,38162,437189,1830,0,148,154681,16212,30332,58191,34173,64557,24856,5452,3346,123287,62693,2016,Ohio
264,17,8672,439299,58988,108908,56494,83085,62115,60847,36081,11269,20500,4764,49415,111202,71628.0,217265,15984,2759,4162,43422,407258,2966,0,39,156790,13270,28882,54328,27396,51228,19146,4613,2543,103940,61956,2016,Ohio
265,18,10906,452842,69946,112065,55787,94157,64178,62684,32932,8770,22269,13148,40883,103102,,215386,25434,819,7355,49487,438744,4452,0,0,176929,19129,26863,47398,31733,38935,17839,2837,2266,106359,70318,2016,Ohio
266,1,8065,411552,65974,100118,44480,77134,52262,58271,32481,14228,32578,11631,64424,98886,84221.0,202507,23712,12083,8599,58283,383376,3405,0,29,111071,14846,25015,59376,31212,58810,23399,4461,4442,101171,36709,2014,Ohio
267,2,9917,473458,64279,96558,47560,73970,55923,71694,45382,15507,66864,5175,51468,139641,39972.0,263100,21716,2903,4052,26250,457967,3232,0,87,118241,14695,26232,56087,32456,97590,42130,12080,5462,138701,54170,2014,Ohio
268,3,9250,453474,60197,107346,49913,78558,65934,60365,35879,14265,41214,8861,56076,118788,43357.0,224835,21629,4423,7247,41516,429534,3218,0,288,121076,18206,32369,64973,35866,66082,28011,7409,3545,118906,52022,2014,Ohio
269,4,11163,451064,57509,106459,51453,87914,65178,66796,37521,11921,23822,6089,44612,111055,27939.0,229901,20354,865,6025,41806,424901,3546,0,78,161380,20415,32886,53896,33275,42688,17853,3984,2724,112514,60954,2014,Ohio
270,5,11922,443556,54979,97413,51289,79421,67754,68074,39947,13941,25717,3505,43920,116706,,234950,20835,584,5530,36650,412516,2828,12,0,157998,14590,31492,52726,39021,46804,18187,3565,3442,114295,65698,2014,Ohio
271,6,10060,450682,67939,118213,55989,90218,60347,55251,35048,11378,24238,4650,42500,99422,27627.0,210199,19535,1680,7263,43962,428662,3645,0,0,165800,17026,27618,49477,36290,47142,20055,4443,3200,99597,81902,2014,Ohio
272,7,10550,472412,75739,108927,47730,84608,63456,68562,41891,19614,37624,5501,56291,129823,56454.0,251840,28557,1802,6664,49865,449918,3142,41,0,142107,23626,34048,60731,36706,60247,29644,4967,3713,119005,54923,2014,Ohio
273,8,10300,468973,59954,103591,49742,83238,65705,68031,41204,18049,39413,5094,50312,138928,30466.0,255584,23062,2561,7475,42775,435563,3603,51,106,142499,18223,32374,54875,35162,60442,29563,4441,3828,127148,54196,2014,Ohio
274,9,8989,441700,58437,107957,51372,79570,59758,57773,36652,13915,34703,7975,57189,120621,126566.0,227686,20673,2432,5588,45460,412493,2813,94,0,129368,17307,29564,63244,33678,60805,22885,6521,3757,110019,54960,2014,Ohio
275,10,9181,438523,54333,88943,47761,81778,58930,70060,40025,15348,35678,8607,65641,129320,67136.0,233001,20985,11175,5107,36396,418856,4623,109,0,117893,15343,27638,60752,32181,74142,27311,8009,3743,112256,56431,2014,Ohio
276,11,7615,376748,64157,99878,51171,68779,46910,44225,26866,10459,28460,17768,76942,83950,78331.0,156084,18113,19506,8737,61441,361577,4468,0,0,89744,12068,22541,61970,25147,53766,26671,11157,6194,78467,37343,2014,Ohio
277,12,10392,522339,73562,99376,47539,83387,67220,76782,52342,21216,74477,8255,69896,179055,141965.0,299092,24734,5418,5728,57314,495171,3457,233,0,111628,15440,30381,74325,34575,124528,42776,10947,7497,148365,39790,2014,Ohio
278,13,9083,452551,60748,92385,51794,77082,60915,65003,43815,18106,43451,5941,56941,132836,67646.0,245892,19389,3338,3163,45293,437447,2581,0,136,129323,14786,29168,67239,36065,76842,32481,7463,2312,127400,55079,2014,Ohio
279,14,10192,468540,59544,89612,44049,79086,64438,69065,44066,20068,58156,7897,49089,144987,23905.0,270962,17691,2279,4899,24800,451352,2200,0,0,133414,11537,34001,57142,36201,86636,34830,7793,5576,139704,59599,2014,Ohio
280,15,9428,480452,69993,107081,43129,80168,65145,72294,44238,19503,48894,10778,75158,153222,203532.0,266394,27522,7906,11217,44998,438325,3791,48,0,105205,17117,28020,57384,31308,99283,36754,9831,8309,120431,34889,2014,Ohio
281,16,10196,463421,59649,101853,52084,91147,64541,64701,41148,13076,34871,8060,43685,128085,41675.0,245020,23055,2205,5691,38162,437189,1830,0,148,154681,16212,30332,58191,34173,64557,24856,5452,3346,123287,62693,2014,Ohio
282,17,8672,439299,58988,108908,56494,83085,62115,60847,36081,11269,20500,4764,49415,111202,71628.0,217265,15984,2759,4162,43422,407258,2966,0,39,156790,13270,28882,54328,27396,51228,19146,4613,2543,103940,61956,2014,Ohio
283,18,10906,452842,69946,112065,55787,94157,64178,62684,32932,8770,22269,13148,40883,103102,,215386,25434,819,7355,49487,438744,4452,0,0,176929,19129,26863,47398,31733,38935,17839,2837,2266,106359,70318,2014,Ohio
284,1,8065,411552,65974,100118,44480,77134,52262,58271,32481,14228,32578,11631,64424,98886,84221.0,202507,23712,12083,8599,58283,383376,3405,0,29,111071,14846,25015,59376,31212,58810,23399,4461,4442,101171,36709,2012,Ohio
285,2,9917,473458,64279,96558,47560,73970,55923,71694,45382,15507,66864,5175,51468,139641,39972.0,263100,21716,2903,4052,26250,457967,3232,0,87,118241,14695,26232,56087,32456,97590,42130,12080,5462,138701,54170,2012,Ohio
286,3,9250,453474,60197,107346,49913,78558,65934,60365,35879,14265,41214,8861,56076,118788,43357.0,224835,21629,4423,7247,41516,429534,3218,0,288,121076,18206,32369,64973,35866,66082,28011,7409,3545,118906,52022,2012,Ohio
287,4,11163,451064,57509,106459,51453,87914,65178,66796,37521,11921,23822,6089,44612,111055,27939.0,229901,20354,865,6025,41806,424901,3546,0,78,161380,20415,32886,53896,33275,42688,17853,3984,2724,112514,60954,2012,Ohio
288,5,11922,443556,54979,97413,51289,79421,67754,68074,39947,13941,25717,3505,43920,116706,,234950,20835,584,5530,36650,412516,2828,12,0,157998,14590,31492,52726,39021,46804,18187,3565,3442,114295,65698,2012,Ohio
289,6,10060,450682,67939,118213,55989,90218,60347,55251,35048,11378,24238,4650,42500,99422,27627.0,210199,19535,1680,7263,43962,428662,3645,0,0,165800,17026,27618,49477,36290,47142,20055,4443,3200,99597,81902,2012,Ohio
290,7,10550,472412,75739,108927,47730,84608,63456,68562,41891,19614,37624,5501,56291,129823,56454.0,251840,28557,1802,6664,49865,449918,3142,41,0,142107,23626,34048,60731,36706,60247,29644,4967,3713,119005,54923,2012,Ohio
291,8,10300,468973,59954,103591,49742,83238,65705,68031,41204,18049,39413,5094,50312,138928,30466.0,255584,23062,2561,7475,42775,435563,3603,51,106,142499,18223,32374,54875,35162,60442,29563,4441,3828,127148,54196,2012,Ohio
292,9,8989,441700,58437,107957,51372,79570,59758,57773,36652,13915,34703,7975,57189,120621,126566.0,227686,20673,2432,5588,45460,412493,2813,94,0,129368,17307,29564,63244,33678,60805,22885,6521,3757,110019,54960,2012,Ohio
293,10,9181,438523,54333,88943,47761,81778,58930,70060,40025,15348,35678,8607,65641,129320,67136.0,233001,20985,11175,5107,36396,418856,4623,109,0,117893,15343,27638,60752,32181,74142,27311,8009,3743,112256,56431,2012,Ohio
294,11,7615,376748,64157,99878,51171,68779,46910,44225,26866,10459,28460,17768,76942,83950,78331.0,156084,18113,19506,8737,61441,361577,4468,0,0,89744,12068,22541,61970,25147,53766,26671,11157,6194,78467,37343,2012,Ohio
295,12,10392,522339,73562,99376,47539,83387,67220,76782,52342,21216,74477,8255,69896,179055,141965.0,299092,24734,5418,5728,57314,495171,3457,233,0,111628,15440,30381,74325,34575,124528,42776,10947,7497,148365,39790,2012,Ohio
296,13,9083,452551,60748,92385,51794,77082,60915,65003,43815,18106,43451,5941,56941,132836,67646.0,245892,19389,3338,3163,45293,437447,2581,0,136,129323,14786,29168,67239,36065,76842,32481,7463,2312,127400,55079,2012,Ohio
297,14,10192,468540,59544,89612,44049,79086,64438,69065,44066,20068,58156,7897,49089,144987,23905.0,270962,17691,2279,4899,24800,451352,2200,0,0,133414,11537,34001,57142,36201,86636,34830,7793,5576,139704,59599,2012,Ohio
298,15,9428,480452,69993,107081,43129,80168,65145,72294,44238,19503,48894,10778,75158,153222,203532.0,266394,27522,7906,11217,44998,438325,3791,48,0,105205,17117,28020,57384,31308,99283,36754,9831,8309,120431,34889,2012,Ohio
299,16,10196,463421,59649,101853,52084,91147,64541,64701,41148,13076,34871,8060,43685,128085,41675.0,245020,23055,2205,5691,38162,437189,1830,0,148,154681,16212,30332,58191,34173,64557,24856,5452,3346,123287,62693,2012,Ohio
300,17,8672,439299,58988,108908,56494,83085,62115,60847,36081,11269,20500,4764,49415,111202,71628.0,217265,15984,2759,4162,43422,407258,2966,0,39,156790,13270,28882,54328,27396,51228,19146,4613,2543,103940,61956,2012,Ohio
301,18,10906,452842,69946,112065,55787,94157,64178,62684,32932,8770,22269,13148,40883,103102,,215386,25434,819,7355,49487,438744,4452,0,0,176929,19129,26863,47398,31733,38935,17839,2837,2266,106359,70318,2012,Ohio
302,1,8065,411552,65974,100118,44480,77134,52262,58271,32481,14228,32578,11631,64424,98886,84221.0,202507,23712,12083,8599,58283,383376,3405,0,29,111071,14846,25015,59376,31212,58810,23399,4461,4442,101171,36709,2010,Ohio
303,2,9917,473458,64279,96558,47560,73970,55923,71694,45382,15507,66864,5175,51468,139641,39972.0,263100,21716,2903,4052,26250,457967,3232,0,87,118241,14695,26232,56087,32456,97590,42130,12080,5462,138701,54170,2010,Ohio
304,3,9250,453474,60197,107346,49913,78558,65934,60365,35879,14265,41214,8861,56076,118788,43357.0,224835,21629,4423,7247,41516,429534,3218,0,288,121076,18206,32369,64973,35866,66082,28011,7409,3545,118906,52022,2010,Ohio
305,4,11163,451064,57509,106459,51453,87914,65178,66796,37521,11921,23822,6089,44612,111055,27939.0,229901,20354,865,6025,41806,424901,3546,0,78,161380,20415,32886,53896,33275,42688,17853,3984,2724,112514,60954,2010,Ohio
306,5,11922,443556,54979,97413,51289,79421,67754,68074,39947,13941,25717,3505,43920,116706,,234950,20835,584,5530,36650,412516,2828,12,0,157998,14590,31492,52726,39021,46804,18187,3565,3442,114295,65698,2010,Ohio
307,6,10060,450682,67939,118213,55989,90218,60347,55251,35048,11378,24238,4650,42500,99422,27627.0,210199,19535,1680,7263,43962,428662,3645,0,0,165800,17026,27618,49477,36290,47142,20055,4443,3200,99597,81902,2010,Ohio
308,7,10550,472412,75739,108927,47730,84608,63456,68562,41891,19614,37624,5501,56291,129823,56454.0,251840,28557,1802,6664,49865,449918,3142,41,0,142107,23626,34048,60731,36706,60247,29644,4967,3713,119005,54923,2010,Ohio
309,8,10300,468973,59954,103591,49742,83238,65705,68031,41204,18049,39413,5094,50312,138928,30466.0,255584,23062,2561,7475,42775,435563,3603,51,106,142499,18223,32374,54875,35162,60442,29563,4441,3828,127148,54196,2010,Ohio
310,9,8989,441700,58437,107957,51372,79570,59758,57773,36652,13915,34703,7975,57189,120621,126566.0,227686,20673,2432,5588,45460,412493,2813,94,0,129368,17307,29564,63244,33678,60805,22885,6521,3757,110019,54960,2010,Ohio
311,10,9181,438523,54333,88943,47761,81778,58930,70060,40025,15348,35678,8607,65641,129320,67136.0,233001,20985,11175,5107,36396,418856,4623,109,0,117893,15343,27638,60752,32181,74142,27311,8009,3743,112256,56431,2010,Ohio
312,11,7615,376748,64157,99878,51171,68779,46910,44225,26866,10459,28460,17768,76942,83950,78331.0,156084,18113,19506,8737,61441,361577,4468,0,0,89744,12068,22541,61970,25147,53766,26671,11157,6194,78467,37343,2010,Ohio
313,12,10392,522339,73562,99376,47539,83387,67220,76782,52342,21216,74477,8255,69896,179055,141965.0,299092,24734,5418,5728,57314,495171,3457,233,0,111628,15440,30381,74325,34575,124528,42776,10947,7497,148365,39790,2010,Ohio
314,13,9083,452551,60748,92385,51794,77082,60915,65003,43815,18106,43451,5941,56941,132836,67646.0,245892,19389,3338,3163,45293,437447,2581,0,136,129323,14786,29168,67239,36065,76842,32481,7463,2312,127400,55079,2010,Ohio
315,14,10192,468540,59544,89612,44049,79086,64438,69065,44066,20068,58156,7897,49089,144987,23905.0,270962,17691,2279,4899,24800,451352,2200,0,0,133414,11537,34001,57142,36201,86636,34830,7793,5576,139704,59599,2010,Ohio
316,15,9428,480452,69993,107081,43129,80168,65145,72294,44238,19503,48894,10778,75158,153222,203532.0,266394,27522,7906,11217,44998,438325,3791,48,0,105205,17117,28020,57384,31308,99283,36754,9831,8309,120431,34889,2010,Ohio
317,16,10196,463421,59649,101853,52084,91147,64541,64701,41148,13076,34871,8060,43685,128085,41675.0,245020,23055,2205,5691,38162,437189,1830,0,148,154681,16212,30332,58191,34173,64557,24856,5452,3346,123287,62693,2010,Ohio
318,17,8672,439299,58988,108908,56494,83085,62115,60847,36081,11269,20500,4764,49415,111202,71628.0,217265,15984,2759,4162,43422,407258,2966,0,39,156790,13270,28882,54328,27396,51228,19146,4613,2543,103940,61956,2010,Ohio
319,18,10906,452842,69946,112065,55787,94157,64178,62684,32932,8770,22269,13148,40883,103102,,215386,25434,819,7355,49487,438744,4452,0,0,176929,19129,26863,47398,31733,38935,17839,2837,2266,106359,70318,2010,Ohio
320,1,10788,486079,69190,125551,67358,100414,62896,57603,33659,12205,26393,6577,48414,110819,,221499,29960,984,4428,47093,460372,5506,14,350,145799,35429,31763,63707,34527,37153,19433,4349,1497,104298,88056,2018,Kentucky
321,2,11313,532240,75307,124117,65149,107790,77703,74634,41611,13096,28140,5691,54064,135441,69042.0,265568,34392,669,4460,55493,497412,4421,0,58,155319,36470,39370,65323,36880,49891,24324,5772,2348,130332,72826,2018,Kentucky
322,3,11628,517487,65878,111951,59543,93826,67612,73493,41583,17980,51499,11164,89229,145060,256964.0,271137,27854,10098,4728,48836,491899,3657,39,89,110151,24602,32638,78941,32781,93270,40944,11927,5131,131614,56024,2018,Kentucky
323,4,11349,512253,72015,123788,58204,87250,66256,72763,44465,16593,42934,5567,52066,141570,7539.0,267031,29281,4455,3904,52113,491517,5621,0,0,135302,29764,32313,68439,37236,70536,30060,7093,2579,137455,64217,2018,Kentucky
324,5,9068,456834,88156,148667,71838,88189,51536,45317,26584,8258,16445,4747,41298,90071,,175814,24981,919,5015,69637,459726,5615,47,0,133349,35739,22383,52745,22944,27677,18469,4886,1983,86631,100304,2018,Kentucky
325,6,10059,549524,71221,142324,66396,90993,68063,72540,49353,17744,42111,7265,74657,157756,148680.0,281620,40058,2529,8872,57330,502382,5134,0,83,122813,32088,28888,70670,33861,81403,35971,11746,7941,127531,57004,2018,Kentucky
326,1,10788,486079,69190,125551,67358,100414,62896,57603,33659,12205,26393,6577,48414,110819,,221499,29960,984,4428,47093,460372,5506,14,350,145799,35429,31763,63707,34527,37153,19433,4349,1497,104298,88056,2016,Kentucky
327,2,11313,532240,75307,124117,65149,107790,77703,74634,41611,13096,28140,5691,54064,135441,69042.0,265568,34392,669,4460,55493,497412,4421,0,58,155319,36470,39370,65323,36880,49891,24324,5772,2348,130332,72826,2016,Kentucky
328,3,11628,517487,65878,111951,59543,93826,67612,73493,41583,17980,51499,11164,89229,145060,256964.0,271137,27854,10098,4728,48836,491899,3657,39,89,110151,24602,32638,78941,32781,93270,40944,11927,5131,131614,56024,2016,Kentucky
329,4,11349,512253,72015,123788,58204,87250,66256,72763,44465,16593,42934,5567,52066,141570,7539.0,267031,29281,4455,3904,52113,491517,5621,0,0,135302,29764,32313,68439,37236,70536,30060,7093,2579,137455,64217,2016,Kentucky
330,5,9068,456834,88156,148667,71838,88189,51536,45317,26584,8258,16445,4747,41298,90071,,175814,24981,919,5015,69637,459726,5615,47,0,133349,35739,22383,52745,22944,27677,18469,4886,1983,86631,100304,2016,Kentucky
331,6,10059,549524,71221,142324,66396,90993,68063,72540,49353,17744,42111,7265,74657,157756,148680.0,281620,40058,2529,8872,57330,502382,5134,0,83,122813,32088,28888,70670,33861,81403,35971,11746,7941,127531,57004,2016,Kentucky
332,1,10788,486079,69190,125551,67358,100414,62896,57603,33659,12205,26393,6577,48414,110819,,221499,29960,984,4428,47093,460372,5506,14,350,145799,35429,31763,63707,34527,37153,19433,4349,1497,104298,88056,2014,Kentucky
333,2,11313,532240,75307,124117,65149,107790,77703,74634,41611,13096,28140,5691,54064,135441,69042.0,265568,34392,669,4460,55493,497412,4421,0,58,155319,36470,39370,65323,36880,49891,24324,5772,2348,130332,72826,2014,Kentucky
334,3,11628,517487,65878,111951,59543,93826,67612,73493,41583,17980,51499,11164,89229,145060,256964.0,271137,27854,10098,4728,48836,491899,3657,39,89,110151,24602,32638,78941,32781,93270,40944,11927,5131,131614,56024,2014,Kentucky
335,4,11349,512253,72015,123788,58204,87250,66256,72763,44465,16593,42934,5567,52066,141570,7539.0,267031,29281,4455,3904,52113,491517,5621,0,0,135302,29764,32313,68439,37236,70536,30060,7093,2579,137455,64217,2014,Kentucky
336,5,9068,456834,88156,148667,71838,88189,51536,45317,26584,8258,16445,4747,41298,90071,,175814,24981,919,5015,69637,459726,5615,47,0,133349,35739,22383,52745,22944,27677,18469,4886,1983,86631,100304,2014,Kentucky
337,6,10059,549524,71221,142324,66396,90993,68063,72540,49353,17744,42111,7265,74657,157756,148680.0,281620,40058,2529,8872,57330,502382,5134,0,83,122813,32088,28888,70670,33861,81403,35971,11746,7941,127531,57004,2014,Kentucky
338,1,10788,486079,69190,125551,67358,100414,62896,57603,33659,12205,26393,6577,48414,110819,,221499,29960,984,4428,47093,460372,5506,14,350,145799,35429,31763,63707,34527,37153,19433,4349,1497,104298,88056,2012,Kentucky
339,2,11313,532240,75307,124117,65149,107790,77703,74634,41611,13096,28140,5691,54064,135441,69042.0,265568,34392,669,4460,55493,497412,4421,0,58,155319,36470,39370,65323,36880,49891,24324,5772,2348,130332,72826,2012,Kentucky
340,3,11628,517487,65878,111951,59543,93826,67612,73493,41583,17980,51499,11164,89229,145060,256964.0,271137,27854,10098,4728,48836,491899,3657,39,89,110151,24602,32638,78941,32781,93270,40944,11927,5131,131614,56024,2012,Kentucky
341,4,11349,512253,72015,123788,58204,87250,66256,72763,44465,16593,42934,5567,52066,141570,7539.0,267031,29281,4455,3904,52113,491517,5621,0,0,135302,29764,32313,68439,37236,70536,30060,7093,2579,137455,64217,2012,Kentucky
342,5,9068,456834,88156,148667,71838,88189,51536,45317,26584,8258,16445,4747,41298,90071,,175814,24981,919,5015,69637,459726,5615,47,0,133349,35739,22383,52745,22944,27677,18469,4886,1983,86631,100304,2012,Kentucky
343,6,10059,549524,71221,142324,66396,90993,68063,72540,49353,17744,42111,7265,74657,157756,148680.0,281620,40058,2529,8872,57330,502382,5134,0,83,122813,32088,28888,70670,33861,81403,35971,11746,7941,127531,57004,2012,Kentucky
344,1,10788,486079,69190,125551,67358,100414,62896,57603,33659,12205,26393,6577,48414,110819,,221499,29960,984,4428,47093,460372,5506,14,350,145799,35429,31763,63707,34527,37153,19433,4349,1497,104298,88056,2010,Kentucky
345,2,11313,532240,75307,124117,65149,107790,77703,74634,41611,13096,28140,5691,54064,135441,69042.0,265568,34392,669,4460,55493,497412,4421,0,58,155319,36470,39370,65323,36880,49891,24324,5772,2348,130332,72826,2010,Kentucky
346,3,11628,517487,65878,111951,59543,93826,67612,73493,41583,17980,51499,11164,89229,145060,256964.0,271137,27854,10098,4728,48836,491899,3657,39,89,110151,24602,32638,78941,32781,93270,40944,11927,5131,131614,56024,2010,Kentucky
347,4,11349,512253,72015,123788,58204,87250,66256,72763,44465,16593,42934,5567,52066,141570,7539.0,267031,29281,4455,3904,52113,491517,5621,0,0,135302,29764,32313,68439,37236,70536,30060,7093,2579,137455,64217,2010,Kentucky
348,5,9068,456834,88156,148667,71838,88189,51536,45317,26584,8258,16445,4747,41298,90071,,175814,24981,919,5015,69637,459726,5615,47,0,133349,35739,22383,52745,22944,27677,18469,4886,1983,86631,100304,2010,Kentucky
349,6,10059,549524,71221,142324,66396,90993,68063,72540,49353,17744,42111,7265,74657,157756,148680.0,281620,40058,2529,8872,57330,502382,5134,0,83,122813,32088,28888,70670,33861,81403,35971,11746,7941,127531,57004,2010,Kentucky
350,1,9202,497596,67653,126629,77676,100542,64915,60380,26736,11879,28839,3835,47482,115230,69177.0,231869,28125,1204,3033,54366,481038,4410,0,70,138609,31980,29384,65909,28245,56960,22353,6510,4807,106427,95486,2018,Tennessee
351,2,9072,521708,72788,122705,59194,94336,76570,72305,39377,14582,42639,5364,65085,140569,77923.0,271170,25381,1729,4095,45898,493851,5552,0,0,128665,28178,34134,67983,35485,83113,34108,8806,7570,126692,76442,2018,Tennessee
